ATENDIMENTO_BAIRRO_NOME,ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,count
CIDADE INDUSTRIAL,2013,11,Desacato,1
CIDADE INDUSTRIAL,2013,11,Desinteligência,1
CIDADE INDUSTRIAL,2013,11,Destelhamento,1
CIDADE INDUSTRIAL,2013,11,Disparo de arma,3
CIDADE INDUSTRIAL,2013,11,Furto,6
CIDADE INDUSTRIAL,2013,11,Invasão,6
CIDADE INDUSTRIAL,2013,11,Proteção ao patrimônio,1
CIDADE INDUSTRIAL,2013,11,Queima a céu aberto,2
CIDADE INDUSTRIAL,2013,11,Roubo,2
CIDADE INDUSTRIAL,2013,11,Substância Ilícita,7
CIDADE INDUSTRIAL,2013,11,Trânsito,4
CIDADE INDUSTRIAL,2013,11,Vazamento ou derramamento de Produto Perigoso ou Infectante,1
CIDADE INDUSTRIAL,2013,11,Veículo,2
CIDADE INDUSTRIAL,2013,11,Vias de fato,1
CIDADE INDUSTRIAL,2013,12,Abordagem,9
CIDADE INDUSTRIAL,2013,12,Agressão física/verbal,4
CIDADE INDUSTRIAL,2013,12,Alarmes,8
CIDADE INDUSTRIAL,2013,12,Ameaça,1
CIDADE INDUSTRIAL,2013,12,Animais,12
CIDADE INDUSTRIAL,2013,12,Apoio,16
CIDADE INDUSTRIAL,2013,12,Apropriação indébita,1
CIDADE INDUSTRIAL,2013,12,Atitude suspeita,5
CIDADE INDUSTRIAL,2013,12,Contrabando ou descaminho,1
CIDADE INDUSTRIAL,2013,12,Dano,18
CIDADE INDUSTRIAL,2013,12,Depósito irregular,1
CIDADE INDUSTRIAL,2013,12,Desacato,1
CIDADE INDUSTRIAL,2013,12,Desinteligência,3
CIDADE INDUSTRIAL,2013,12,Destelhamento,10
CIDADE INDUSTRIAL,2013,12,Disparo de arma,2
CIDADE INDUSTRIAL,2013,12,Furto,1
CIDADE INDUSTRIAL,2013,12,Importunação sexual,1
CIDADE INDUSTRIAL,2013,12,Invasão,9
CIDADE INDUSTRIAL,2013,12,Lesão Corporal,2
CIDADE INDUSTRIAL,2013,12,Orientação,3
CIDADE INDUSTRIAL,2013,12,Perturbação do sossego,10
CIDADE INDUSTRIAL,2013,12,Porte de artefato explosivo,1
CIDADE INDUSTRIAL,2013,12,Queda de árvore,1
CIDADE INDUSTRIAL,2013,12,Queima a céu aberto,3
CIDADE INDUSTRIAL,2013,12,Roubo,2
CIDADE INDUSTRIAL,2013,12,Substância Ilícita,11
CIDADE INDUSTRIAL,2013,12,Tentativa,2
CIDADE INDUSTRIAL,2013,12,Trânsito,1
CIDADE INDUSTRIAL,2013,12,Veículo,1
CIDADE INDUSTRIAL,2013,12,Vias de fato,4
CIDADE INDUSTRIAL,2013,12,Vistoria,1
CIDADE INDUSTRIAL,2014,1,Abandono de incapaz,1
CIDADE INDUSTRIAL,2014,1,Abordagem,8
CIDADE INDUSTRIAL,2014,1,Agressão física/verbal,2
CIDADE INDUSTRIAL,2014,1,Alagamento,1
CIDADE INDUSTRIAL,2014,1,Alarmes,4
CIDADE INDUSTRIAL,2014,1,Ameaça,2
CIDADE INDUSTRIAL,2014,1,Animais,24
CIDADE INDUSTRIAL,2014,1,Apoio,18
CIDADE INDUSTRIAL,2014,1,Atitude suspeita,3
CIDADE INDUSTRIAL,2014,1,Atos obscenos/libidinosos,1
CIDADE INDUSTRIAL,2014,1,Criança perdida/desaparecida,1
CIDADE INDUSTRIAL,2014,1,Dano,32
CIDADE INDUSTRIAL,2014,1,Desabamento,1
CIDADE INDUSTRIAL,2014,1,Invasão,13
CIDADE INDUSTRIAL,2014,1,Manifestação,1
CIDADE INDUSTRIAL,2014,1,Paciente/usuário alterado,2
CIDADE INDUSTRIAL,2014,1,Perturbação do sossego,3
CIDADE INDUSTRIAL,2014,1,Queima a céu aberto,4
CIDADE INDUSTRIAL,2014,1,Ronda,1
CIDADE INDUSTRIAL,2014,1,Roubo,3
CIDADE INDUSTRIAL,2014,1,Substância Ilícita,10
CIDADE INDUSTRIAL,2014,1,Tentativa,1
CIDADE INDUSTRIAL,2014,1,Trânsito,3
CIDADE INDUSTRIAL,2014,1,Uso indevido do cartão transporte,1
CIDADE INDUSTRIAL,2014,1,Verificação,1
CIDADE INDUSTRIAL,2014,1,Vias de fato,1
CIDADE INDUSTRIAL,2014,2,Abordagem,3
CIDADE INDUSTRIAL,2014,2,Agressão física/verbal,3
CIDADE INDUSTRIAL,2014,2,Alarmes,10
CIDADE INDUSTRIAL,2014,2,Ameaça,1
CIDADE INDUSTRIAL,2014,2,Animais,14
CIDADE INDUSTRIAL,2014,2,Apoio,17
CIDADE INDUSTRIAL,2014,2,Atitude suspeita,7
CIDADE INDUSTRIAL,2014,2,Atos obscenos/libidinosos,2
CIDADE INDUSTRIAL,2014,2,Constrangimento ilegal,1
CIDADE INDUSTRIAL,2014,2,Dano,34
CIDADE INDUSTRIAL,2014,2,Destelhamento,3
CIDADE INDUSTRIAL,2014,2,Disparo de arma,4
CIDADE INDUSTRIAL,2014,2,Extorsão,1
CIDADE INDUSTRIAL,2014,2,Furto,1
CIDADE INDUSTRIAL,2014,2,Incêndio,1
CIDADE INDUSTRIAL,2014,2,Invasão,10
CIDADE INDUSTRIAL,2014,2,Manifestação,2
CIDADE INDUSTRIAL,2014,2,Perturbação do sossego,10
CIDADE INDUSTRIAL,2014,2,Poluição visual/ambiental,1
CIDADE INDUSTRIAL,2014,2,Porte Ilegal,1
CIDADE INDUSTRIAL,2014,2,Queda de árvore,1
CIDADE INDUSTRIAL,2014,2,Queima a céu aberto,1
CIDADE INDUSTRIAL,2014,2,Retirada de invasão,1
CIDADE INDUSTRIAL,2014,2,Ronda,1
CIDADE INDUSTRIAL,2014,2,Roubo,7
CIDADE INDUSTRIAL,2014,2,Substância Ilícita,8
CIDADE INDUSTRIAL,2014,2,Trânsito,4
CIDADE INDUSTRIAL,2014,2,Veículo,1
CIDADE INDUSTRIAL,2014,2,Vistoria,3
CIDADE INDUSTRIAL,2014,3,Abandono de incapaz,1
CIDADE INDUSTRIAL,2014,3,Abordagem,3
CIDADE INDUSTRIAL,2014,3,Agressão física/verbal,8
CIDADE INDUSTRIAL,2014,3,Alagamento,1
CIDADE INDUSTRIAL,2014,3,Alarmes,27
CIDADE INDUSTRIAL,2014,3,Ameaça,2
CIDADE INDUSTRIAL,2014,3,Animais,9
CIDADE INDUSTRIAL,2014,3,Apoio,31
CIDADE INDUSTRIAL,2014,3,Atitude suspeita,3
CIDADE INDUSTRIAL,2014,3,Bueiro entupido,1
CIDADE INDUSTRIAL,2014,3,Dano,51
CIDADE INDUSTRIAL,2014,3,Disparo de arma,1
CIDADE INDUSTRIAL,2014,3,Furto,4
CIDADE INDUSTRIAL,2014,3,Importunação sexual,1
CIDADE INDUSTRIAL,2014,3,Invasão,12
CIDADE INDUSTRIAL,2014,3,Menor gazeando aula,1
CIDADE INDUSTRIAL,2014,3,Paciente/usuário alterado,1
CIDADE INDUSTRIAL,2014,3,Perturbação do sossego,5
CIDADE INDUSTRIAL,2014,3,Porte Ilegal,1
CIDADE INDUSTRIAL,2014,3,Queima a céu aberto,1
CIDADE INDUSTRIAL,2014,3,Retirada de invasão,1
CIDADE INDUSTRIAL,2014,3,Risco de acidente / à vida,1
CIDADE INDUSTRIAL,2014,3,Ronda,1
CIDADE INDUSTRIAL,2014,3,Roubo,5
CIDADE INDUSTRIAL,2014,3,Substância Ilícita,21
CIDADE INDUSTRIAL,2014,3,Tentativa,1
CIDADE INDUSTRIAL,2014,3,Trânsito,3
CIDADE INDUSTRIAL,2014,3,Veículo,1
CIDADE INDUSTRIAL,2014,4,Abordagem,3
CIDADE INDUSTRIAL,2014,4,Agressão física/verbal,2
CIDADE INDUSTRIAL,2014,4,Alarmes,14
CIDADE INDUSTRIAL,2014,4,Ameaça,5
CIDADE INDUSTRIAL,2014,4,Animais,6
CIDADE INDUSTRIAL,2014,4,Apoio,29
CIDADE INDUSTRIAL,2014,4,Atitude suspeita,8
CIDADE INDUSTRIAL,2014,4,Dano,28
CIDADE INDUSTRIAL,2014,4,Desacato,1
CIDADE INDUSTRIAL,2014,4,Desinteligência,1
CIDADE INDUSTRIAL,2014,4,Disparo de arma,1
CIDADE INDUSTRIAL,2014,4,Furto,9
CIDADE INDUSTRIAL,2014,4,Importunação sexual,1
CIDADE INDUSTRIAL,2014,4,Invasão,8
CIDADE INDUSTRIAL,2014,4,Paciente/usuário alterado,1
CIDADE INDUSTRIAL,2014,4,Perturbação do sossego,5
CIDADE INDUSTRIAL,2014,4,Pesca em local proibido,1
CIDADE INDUSTRIAL,2014,4,Poluição visual/ambiental,1
CIDADE INDUSTRIAL,2014,4,Ronda,1
CIDADE INDUSTRIAL,2014,4,Roubo,12
CIDADE INDUSTRIAL,2014,4,Substância Ilícita,6
CIDADE INDUSTRIAL,2014,4,Tentativa,2
CIDADE INDUSTRIAL,2014,4,Trânsito,5
CIDADE INDUSTRIAL,2014,4,Veículo,3
CIDADE INDUSTRIAL,2014,4,Vistoria,1
CIDADE INDUSTRIAL,2014,5,Abordagem,12
CIDADE INDUSTRIAL,2014,5,Agressão física/verbal,3
CIDADE INDUSTRIAL,2014,5,Alarmes,22
CIDADE INDUSTRIAL,2014,5,Ameaça,3
CIDADE INDUSTRIAL,2014,5,Animais,36
CIDADE INDUSTRIAL,2014,5,Apoio,22
CIDADE INDUSTRIAL,2014,5,Atitude suspeita,5
CIDADE INDUSTRIAL,2014,5,Atos obscenos/libidinosos,1
CIDADE INDUSTRIAL,2014,5,Dano,29
CIDADE INDUSTRIAL,2014,5,Depósito irregular,1
CIDADE INDUSTRIAL,2014,5,Desacato,1
CIDADE INDUSTRIAL,2014,5,Desinteligência,1
CIDADE INDUSTRIAL,2014,5,Desobediência,1
CIDADE INDUSTRIAL,2014,5,Disparo de arma,1
CIDADE INDUSTRIAL,2014,5,Furto,6
CIDADE INDUSTRIAL,2014,5,Importunação sexual,1
CIDADE INDUSTRIAL,2014,5,Invasão,7
CIDADE INDUSTRIAL,2014,5,Lesão Corporal,1
CIDADE INDUSTRIAL,2014,5,Orientação,1
CIDADE INDUSTRIAL,2014,5,Perturbação do sossego,6
CIDADE INDUSTRIAL,2014,5,Queima a céu aberto,3
CIDADE INDUSTRIAL,2014,5,Ronda,1
CIDADE INDUSTRIAL,2014,5,Roubo,5
CIDADE INDUSTRIAL,2014,5,Substância Ilícita,16
CIDADE INDUSTRIAL,2014,5,Tentativa,1
CIDADE INDUSTRIAL,2014,5,Trânsito,3
CIDADE INDUSTRIAL,2014,5,Vazamento ou derramamento de Produto Perigoso ou Infectante,1
CIDADE INDUSTRIAL,2014,5,Veículo,1
CIDADE INDUSTRIAL,2014,5,Vias de fato,2
CIDADE INDUSTRIAL,2014,6,Abordagem,2
CIDADE INDUSTRIAL,2014,6,Alagamento,5
CIDADE INDUSTRIAL,2014,6,Alarmes,36
CIDADE INDUSTRIAL,2014,6,Ameaça,1
CIDADE INDUSTRIAL,2014,6,Animais,3
CIDADE INDUSTRIAL,2014,6,Apoio,17
CIDADE INDUSTRIAL,2014,6,Atitude suspeita,3
CIDADE INDUSTRIAL,2014,6,Dano,24
CIDADE INDUSTRIAL,2014,6,Desinteligência,1
CIDADE INDUSTRIAL,2014,6,Disparo de arma,2
CIDADE INDUSTRIAL,2014,6,Encaminhamento,1
CIDADE INDUSTRIAL,2014,6,Furto,5
CIDADE INDUSTRIAL,2014,6,Importunação sexual,1
CIDADE INDUSTRIAL,2014,6,Incêndio,2
CIDADE INDUSTRIAL,2014,6,Invasão,7
CIDADE INDUSTRIAL,2014,6,Manifestação,2
CIDADE INDUSTRIAL,2014,6,Orientação,1
CIDADE INDUSTRIAL,2014,6,Perturbação do sossego,10
CIDADE INDUSTRIAL,2014,6,Ronda,1
CIDADE INDUSTRIAL,2014,6,Roubo,3
CIDADE INDUSTRIAL,2014,6,Substância Ilícita,9
CIDADE INDUSTRIAL,2014,6,Trânsito,1
CIDADE INDUSTRIAL,2014,6,Verificação,1
CIDADE INDUSTRIAL,2014,6,Veículo,2
CIDADE INDUSTRIAL,2014,6,Vias de fato,3
CIDADE INDUSTRIAL,2014,7,Abordagem,2
CIDADE INDUSTRIAL,2014,7,Agressão física/verbal,2
CIDADE INDUSTRIAL,2014,7,Alarmes,7
CIDADE INDUSTRIAL,2014,7,Ameaça,3
CIDADE INDUSTRIAL,2014,7,Animais,9
CIDADE INDUSTRIAL,2014,7,Apoio,17
CIDADE INDUSTRIAL,2014,7,Atitude suspeita,2
CIDADE INDUSTRIAL,2014,7,Dano,17
CIDADE INDUSTRIAL,2014,7,Disparo de arma,1
CIDADE INDUSTRIAL,2014,7,Encaminhamento,2
CIDADE INDUSTRIAL,2014,7,Furto,4
CIDADE INDUSTRIAL,2014,7,Invasão,7
CIDADE INDUSTRIAL,2014,7,Lesão Corporal,1
CIDADE INDUSTRIAL,2014,7,Perturbação do sossego,4
CIDADE INDUSTRIAL,2014,7,Queima a céu aberto,2
CIDADE INDUSTRIAL,2014,7,Ronda,1
CIDADE INDUSTRIAL,2014,7,Roubo,2
CIDADE INDUSTRIAL,2014,7,Substância Ilícita,12
CIDADE INDUSTRIAL,2014,7,Trânsito,1
CIDADE INDUSTRIAL,2014,7,Veículo,4
CIDADE INDUSTRIAL,2014,8,Abordagem,6
CIDADE INDUSTRIAL,2014,8,Agressão física/verbal,3
CIDADE INDUSTRIAL,2014,8,Alarmes,10
CIDADE INDUSTRIAL,2014,8,Ameaça,3
CIDADE INDUSTRIAL,2014,8,Animais,17
CIDADE INDUSTRIAL,2014,8,Apoio,24
CIDADE INDUSTRIAL,2014,8,Atitude suspeita,1
CIDADE INDUSTRIAL,2014,8,Conduta inconveniente,1
CIDADE INDUSTRIAL,2014,8,Dano,16
CIDADE INDUSTRIAL,2014,8,Desacato,3
CIDADE INDUSTRIAL,2014,8,Disparo de arma,2
CIDADE INDUSTRIAL,2014,8,Furto,2
CIDADE INDUSTRIAL,2014,8,Invasão,8
CIDADE INDUSTRIAL,2014,8,Perturbação do sossego,7
CIDADE INDUSTRIAL,2014,8,Queima a céu aberto,1
CIDADE INDUSTRIAL,2014,8,Risco de desabamento / desmoronamento,1
CIDADE INDUSTRIAL,2014,8,Roubo,2
CIDADE INDUSTRIAL,2014,8,Substância Ilícita,10
CIDADE INDUSTRIAL,2014,8,Trânsito,3
CIDADE INDUSTRIAL,2014,8,Veículo,1
CIDADE INDUSTRIAL,2014,9,Abordagem,10
CIDADE INDUSTRIAL,2014,9,Agressão física/verbal,1
CIDADE INDUSTRIAL,2014,9,Alarmes,15
CIDADE INDUSTRIAL,2014,9,Ameaça,4
CIDADE INDUSTRIAL,2014,9,Animais,12
CIDADE INDUSTRIAL,2014,9,Apoio,13
CIDADE INDUSTRIAL,2014,9,Atitude suspeita,8
CIDADE INDUSTRIAL,2014,9,Bueiro aberto/sem tampa,1
CIDADE INDUSTRIAL,2014,9,Dano,15
CIDADE INDUSTRIAL,2014,9,Encaminhamento,1
CIDADE INDUSTRIAL,2014,9,Furto,2
CIDADE INDUSTRIAL,2014,9,Invasão,10
CIDADE INDUSTRIAL,2014,9,Manifestação,1
CIDADE INDUSTRIAL,2014,9,Menor gazeando aula,1
CIDADE INDUSTRIAL,2014,9,Perturbação do sossego,9
CIDADE INDUSTRIAL,2014,9,Porte Ilegal,1
CIDADE INDUSTRIAL,2014,9,Retirada de invasão,2
CIDADE INDUSTRIAL,2014,9,Roubo,2
CIDADE INDUSTRIAL,2014,9,Substância Ilícita,6
CIDADE INDUSTRIAL,2014,9,Trânsito,5
CIDADE INDUSTRIAL,2014,9,Uso indevido do cartão transporte,1
CIDADE INDUSTRIAL,2014,9,Veículo,2
CIDADE INDUSTRIAL,2014,9,Óbito,1
CIDADE INDUSTRIAL,2014,10,Abordagem,18
CIDADE INDUSTRIAL,2014,10,Agressão física/verbal,4
CIDADE INDUSTRIAL,2014,10,Alarmes,6
CIDADE INDUSTRIAL,2014,10,Ameaça,7
CIDADE INDUSTRIAL,2014,10,Animais,22
CIDADE INDUSTRIAL,2014,10,Apoio,21
CIDADE INDUSTRIAL,2014,10,Atitude suspeita,4
CIDADE INDUSTRIAL,2014,10,Atos obscenos/libidinosos,2
CIDADE INDUSTRIAL,2014,10,Averiguação (Defesa Civil),1
CIDADE INDUSTRIAL,2014,10,Dano,21
CIDADE INDUSTRIAL,2014,10,Depósito irregular,1
CIDADE INDUSTRIAL,2014,10,Desacato,1
CIDADE INDUSTRIAL,2014,10,Destelhamento,1
CIDADE INDUSTRIAL,2014,10,Furto,5
CIDADE INDUSTRIAL,2014,10,Importunação sexual,1
CIDADE INDUSTRIAL,2014,10,Invasão,9
CIDADE INDUSTRIAL,2014,10,Lesão Corporal,1
CIDADE INDUSTRIAL,2014,10,Orientação,1
CIDADE INDUSTRIAL,2014,10,Perturbação do sossego,2
CIDADE INDUSTRIAL,2014,10,Queima a céu aberto,1
CIDADE INDUSTRIAL,2014,10,Ronda,1
CIDADE INDUSTRIAL,2014,10,Roubo,6
CIDADE INDUSTRIAL,2014,10,Substância Ilícita,10
CIDADE INDUSTRIAL,2014,10,Tentativa,1
CIDADE INDUSTRIAL,2014,10,Trânsito,3
CIDADE INDUSTRIAL,2014,10,Veículo,1
CIDADE INDUSTRIAL,2014,10,Vias de fato,2
CIDADE INDUSTRIAL,2014,10,Vistoria,1
CIDADE INDUSTRIAL,2014,11,Abordagem,11
CIDADE INDUSTRIAL,2014,11,Agressão física/verbal,1
CIDADE INDUSTRIAL,2014,11,Alarmes,16
CIDADE INDUSTRIAL,2014,11,Ameaça,7
CIDADE INDUSTRIAL,2014,11,Animais,1
CIDADE INDUSTRIAL,2014,11,Apoio,22
CIDADE INDUSTRIAL,2014,11,Atitude suspeita,11
CIDADE INDUSTRIAL,2014,11,Criança perdida/desaparecida,1
CIDADE INDUSTRIAL,2014,11,Dano,18
CIDADE INDUSTRIAL,2014,11,Furto,4
CIDADE INDUSTRIAL,2014,11,Invasão,10
CIDADE INDUSTRIAL,2014,11,Maus tratos à pessoas,1
CIDADE INDUSTRIAL,2014,11,Perturbação do sossego,1
CIDADE INDUSTRIAL,2014,11,Queima a céu aberto,2
CIDADE INDUSTRIAL,2014,11,Risco de acidente / à vida,1
CIDADE INDUSTRIAL,2014,11,Roubo,4
CIDADE INDUSTRIAL,2014,11,Substância Ilícita,8
CIDADE INDUSTRIAL,2014,11,Trânsito,2
CIDADE INDUSTRIAL,2014,11,"Usar de uniforme, ou distintivo de função pública que não exerce",1
CIDADE INDUSTRIAL,2014,11,Verificação,1
CIDADE INDUSTRIAL,2014,11,Veículo,4
CIDADE INDUSTRIAL,2014,11,Vias de fato,1
CIDADE INDUSTRIAL,2014,11,Vistoria,1
CIDADE INDUSTRIAL,2014,12,Abordagem,4
CIDADE INDUSTRIAL,2014,12,Agressão física/verbal,3
CIDADE INDUSTRIAL,2014,12,Alagamento,1
CIDADE INDUSTRIAL,2014,12,Alarmes,15
CIDADE INDUSTRIAL,2014,12,Ameaça,7
CIDADE INDUSTRIAL,2014,12,Animais,3
CIDADE INDUSTRIAL,2014,12,Apoio,26
CIDADE INDUSTRIAL,2014,12,Atitude suspeita,6
CIDADE INDUSTRIAL,2014,12,Atos obscenos/libidinosos,1
CIDADE INDUSTRIAL,2014,12,Dano,31
CIDADE INDUSTRIAL,2014,12,Desabamento,1
CIDADE INDUSTRIAL,2014,12,Desinteligência,1
CIDADE INDUSTRIAL,2014,12,Destelhamento,1
CIDADE INDUSTRIAL,2014,12,Explosão,1
CIDADE INDUSTRIAL,2014,12,Furto,3
CIDADE INDUSTRIAL,2014,12,Invasão,4
CIDADE INDUSTRIAL,2014,12,Perturbação do sossego,6
CIDADE INDUSTRIAL,2014,12,Pesca em local proibido,1
CIDADE INDUSTRIAL,2014,12,Queima a céu aberto,1
CIDADE INDUSTRIAL,2014,12,Ronda,1
CIDADE INDUSTRIAL,2014,12,Roubo,10
CIDADE INDUSTRIAL,2014,12,Substância Ilícita,5
CIDADE INDUSTRIAL,2014,12,Tentativa,1
CIDADE INDUSTRIAL,2014,12,Veículo,3
CIDADE INDUSTRIAL,2014,12,Vias de fato,1
CIDADE INDUSTRIAL,2015,1,Abordagem,11
CIDADE INDUSTRIAL,2015,1,Agressão física/verbal,6
CIDADE INDUSTRIAL,2015,1,Alagamento,5
CIDADE INDUSTRIAL,2015,1,Alarmes,12
CIDADE INDUSTRIAL,2015,1,Ameaça,5
CIDADE INDUSTRIAL,2015,1,Animais,6
CIDADE INDUSTRIAL,2015,1,Apoio,20
CIDADE INDUSTRIAL,2015,1,Atitude suspeita,5
CIDADE INDUSTRIAL,2015,1,Dano,28
CIDADE INDUSTRIAL,2015,1,Depósito irregular,1
CIDADE INDUSTRIAL,2015,1,Disparo de arma,1
CIDADE INDUSTRIAL,2015,1,Encaminhamento,1
CIDADE INDUSTRIAL,2015,1,Furto,2
CIDADE INDUSTRIAL,2015,1,Invasão,9
CIDADE INDUSTRIAL,2015,1,Orientação,2
CIDADE INDUSTRIAL,2015,1,Perturbação do sossego,5
CIDADE INDUSTRIAL,2015,1,Porte Ilegal,1
CIDADE INDUSTRIAL,2015,1,Queima a céu aberto,2
CIDADE INDUSTRIAL,2015,1,Risco de acidente / à vida,2
CIDADE INDUSTRIAL,2015,1,Ronda,1
CIDADE INDUSTRIAL,2015,1,Roubo,5
CIDADE INDUSTRIAL,2015,1,Substância Ilícita,8
CIDADE INDUSTRIAL,2015,1,Trânsito,2
CIDADE INDUSTRIAL,2015,1,Veículo,3
CIDADE INDUSTRIAL,2015,1,Vias de fato,2
CIDADE INDUSTRIAL,2015,1,Vistoria,1
CIDADE INDUSTRIAL,2015,2,Abandono de incapaz,1
CIDADE INDUSTRIAL,2015,2,Abordagem,20
CIDADE INDUSTRIAL,2015,2,Agressão física/verbal,2
CIDADE INDUSTRIAL,2015,2,Alagamento,10
CIDADE INDUSTRIAL,2015,2,Alarmes,9
CIDADE INDUSTRIAL,2015,2,Ameaça,6
CIDADE INDUSTRIAL,2015,2,Animais,12
CIDADE INDUSTRIAL,2015,2,Apoio,18
CIDADE INDUSTRIAL,2015,2,Atitude suspeita,3
CIDADE INDUSTRIAL,2015,2,Atos obscenos/libidinosos,1
CIDADE INDUSTRIAL,2015,2,Conduta inconveniente,1
CIDADE INDUSTRIAL,2015,2,Dano,13
CIDADE INDUSTRIAL,2015,2,Desabamento,1
CIDADE INDUSTRIAL,2015,2,Desinteligência,1
CIDADE INDUSTRIAL,2015,2,Disparo de arma,1
CIDADE INDUSTRIAL,2015,2,Furto,3
CIDADE INDUSTRIAL,2015,2,Invasão,10
CIDADE INDUSTRIAL,2015,2,Lesão Corporal,1
CIDADE INDUSTRIAL,2015,2,Orientação,1
CIDADE INDUSTRIAL,2015,2,Perturbação do sossego,4
CIDADE INDUSTRIAL,2015,2,Pesca em local proibido,2
CIDADE INDUSTRIAL,2015,2,Retirada de invasão,1
CIDADE INDUSTRIAL,2015,2,Risco de acidente / à vida,1
CIDADE INDUSTRIAL,2015,2,Risco de desabamento / desmoronamento,1
CIDADE INDUSTRIAL,2015,2,Roubo,5
CIDADE INDUSTRIAL,2015,2,Substância Ilícita,8
CIDADE INDUSTRIAL,2015,2,Tentativa,1
CIDADE INDUSTRIAL,2015,2,Trânsito,7
CIDADE INDUSTRIAL,2015,2,Uso indevido do cartão transporte,1
CIDADE INDUSTRIAL,2015,2,Veículo,7
CIDADE INDUSTRIAL,2015,2,Vias de fato,2
CIDADE INDUSTRIAL,2015,3,Abordagem,29
CIDADE INDUSTRIAL,2015,3,Agressão física/verbal,5
CIDADE INDUSTRIAL,2015,3,Alarmes,10
CIDADE INDUSTRIAL,2015,3,Ameaça,5
CIDADE INDUSTRIAL,2015,3,Animais,5
CIDADE INDUSTRIAL,2015,3,Apoio,17
CIDADE INDUSTRIAL,2015,3,Atitude suspeita,9
CIDADE INDUSTRIAL,2015,3,Atos obscenos/libidinosos,2
CIDADE INDUSTRIAL,2015,3,Dano,22
CIDADE INDUSTRIAL,2015,3,Depósito irregular,2
CIDADE INDUSTRIAL,2015,3,Desacato,2
CIDADE INDUSTRIAL,2015,3,Desinteligência,1
CIDADE INDUSTRIAL,2015,3,Destelhamento,1
CIDADE INDUSTRIAL,2015,3,Embriaguez,1
CIDADE INDUSTRIAL,2015,3,Encaminhamento,1
CIDADE INDUSTRIAL,2015,3,Furto,1
CIDADE INDUSTRIAL,2015,3,Invasão,11
CIDADE INDUSTRIAL,2015,3,Lesão Corporal,2
CIDADE INDUSTRIAL,2015,3,Manifestação,1
CIDADE INDUSTRIAL,2015,3,Paciente/usuário alterado,1
CIDADE INDUSTRIAL,2015,3,Perturbação do sossego,4
CIDADE INDUSTRIAL,2015,3,Pesca em local proibido,1
CIDADE INDUSTRIAL,2015,3,Poluição visual/ambiental,1
CIDADE INDUSTRIAL,2015,3,Porte Ilegal,1
CIDADE INDUSTRIAL,2015,3,Queima a céu aberto,1
CIDADE INDUSTRIAL,2015,3,Receptação,1
CIDADE INDUSTRIAL,2015,3,Risco de desabamento / desmoronamento,2
CIDADE INDUSTRIAL,2015,3,Rixa,1
CIDADE INDUSTRIAL,2015,3,Ronda,1
CIDADE INDUSTRIAL,2015,3,Roubo,18
CIDADE INDUSTRIAL,2015,3,Substância Ilícita,7
CIDADE INDUSTRIAL,2015,3,Substância Lícita,1
CIDADE INDUSTRIAL,2015,3,Trânsito,3
CIDADE INDUSTRIAL,2015,3,Uso indevido do cartão transporte,1
CIDADE INDUSTRIAL,2015,3,Veículo,4
CIDADE INDUSTRIAL,2015,3,Vias de fato,2
CIDADE INDUSTRIAL,2015,4,Abandono de incapaz,1
CIDADE INDUSTRIAL,2015,4,Abordagem,11
CIDADE INDUSTRIAL,2015,4,Agressão física/verbal,4
CIDADE INDUSTRIAL,2015,4,Alagamento,1
CIDADE INDUSTRIAL,2015,4,Alarmes,13
CIDADE INDUSTRIAL,2015,4,Ameaça,7
CIDADE INDUSTRIAL,2015,4,Animais,3
CIDADE INDUSTRIAL,2015,4,Antecedentes Criminais - Verificação,2
CIDADE INDUSTRIAL,2015,4,Apoio,22
CIDADE INDUSTRIAL,2015,4,Atitude suspeita,11
CIDADE INDUSTRIAL,2015,4,Dano,23
CIDADE INDUSTRIAL,2015,4,Desacato,1
CIDADE INDUSTRIAL,2015,4,Disparo de arma,2
CIDADE INDUSTRIAL,2015,4,Furto,6
CIDADE INDUSTRIAL,2015,4,Invasão,14
CIDADE INDUSTRIAL,2015,4,Lesão Corporal,1
CIDADE INDUSTRIAL,2015,4,Orientação,1
CIDADE INDUSTRIAL,2015,4,Paciente/usuário alterado,1
CIDADE INDUSTRIAL,2015,4,Perturbação do sossego,6
CIDADE INDUSTRIAL,2015,4,Queima a céu aberto,2
CIDADE INDUSTRIAL,2015,4,Retirada de invasão,1
CIDADE INDUSTRIAL,2015,4,Risco de acidente / à vida,1
CIDADE INDUSTRIAL,2015,4,Roubo,18
CIDADE INDUSTRIAL,2015,4,Substância Ilícita,10
CIDADE INDUSTRIAL,2015,4,Substância Lícita,1
CIDADE INDUSTRIAL,2015,4,Tentativa,2
CIDADE INDUSTRIAL,2015,4,Trânsito,2
CIDADE INDUSTRIAL,2015,4,Vazamento ou derramamento de Produto Perigoso ou Infectante,1
CIDADE INDUSTRIAL,2015,4,Veículo,5
CIDADE INDUSTRIAL,2015,4,Óbito,1
CIDADE INDUSTRIAL,2015,5,Abordagem,12
CIDADE INDUSTRIAL,2015,5,Agressão física/verbal,3
CIDADE INDUSTRIAL,2015,5,Alagamento,9
CIDADE INDUSTRIAL,2015,5,Alarmes,8
CIDADE INDUSTRIAL,2015,5,Ameaça,12
CIDADE INDUSTRIAL,2015,5,Animais,11
