ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,ATENDIMENTO_BAIRRO_NOME,n
2014,4,Roubo,JARDIM DAS AMÉRICAS,1
2014,4,Roubo,LINDÓIA,2
2014,4,Roubo,MERCÊS,3
2014,4,Roubo,MOSSUNGUÊ,1
2014,4,Roubo,NOVO MUNDO,1
2014,4,Roubo,PAROLIN,2
2014,4,Roubo,PINHEIRINHO,5
2014,4,Roubo,PORTÃO,8
2014,4,Roubo,PRADO VELHO,3
2014,4,Roubo,REBOUÇAS,6
2014,4,Roubo,SANTA FELICIDADE,1
2014,4,Roubo,SANTA QUITÉRIA,1
2014,4,Roubo,SÃO FRANCISCO,6
2014,4,Roubo,SÃO LOURENÇO,1
2014,4,Roubo,SÍTIO CERCADO,16
2014,4,Roubo,TABOÃO,1
2014,4,Roubo,UBERABA,1
2014,4,Roubo,XAXIM,11
2014,4,Situação de risco,CENTRO,5
2014,4,Situação de risco,NOVO MUNDO,1
2014,4,Situação de risco,PINHEIRINHO,1
2014,4,Substância Ilícita,ABRANCHES,1
2014,4,Substância Ilícita,ÁGUA VERDE,5
2014,4,Substância Ilícita,ALTO BOQUEIRÃO,1
2014,4,Substância Ilícita,ALTO DA GLÓRIA,1
2014,4,Substância Ilícita,BACACHERI,5
2014,4,Substância Ilícita,BAIRRO ALTO,4
2014,4,Substância Ilícita,BIGORRILHO,3
2014,4,Substância Ilícita,BOA VISTA,2
2014,4,Substância Ilícita,BOQUEIRÃO,8
2014,4,Substância Ilícita,CABRAL,1
2014,4,Substância Ilícita,CAJURU,1
2014,4,Substância Ilícita,CAPÃO RASO,3
2014,4,Substância Ilícita,CASCATINHA,1
2014,4,Substância Ilícita,CENTRO,60
2014,4,Substância Ilícita,CENTRO CÍVICO,3
2014,4,Substância Ilícita,CIDADE INDUSTRIAL,6
2014,4,Substância Ilícita,CRISTO REI,1
2014,4,Substância Ilícita,FANNY,1
2014,4,Substância Ilícita,FAZENDINHA,2
2014,4,Substância Ilícita,HAUER,2
2014,4,Substância Ilícita,JARDIM BOTÂNICO,1
2014,4,Substância Ilícita,MERCÊS,3
2014,4,Substância Ilícita,MOSSUNGUÊ,1
2014,4,Substância Ilícita,NOVO MUNDO,3
2014,4,Substância Ilícita,PAROLIN,1
2014,4,Substância Ilícita,PINHEIRINHO,1
2014,4,Substância Ilícita,PORTÃO,5
2014,4,Substância Ilícita,PRADO VELHO,1
2014,4,Substância Ilícita,REBOUÇAS,1
2014,4,Substância Ilícita,SANTA FELICIDADE,4
2014,4,Substância Ilícita,SANTO INÁCIO,4
2014,4,Substância Ilícita,SÃO FRANCISCO,27
2014,4,Substância Ilícita,SEMINÁRIO,1
2014,4,Substância Ilícita,SÍTIO CERCADO,12
2014,4,Substância Ilícita,VILA IZABEL,2
2014,4,Substância Ilícita,VISTA ALEGRE,1
2014,4,Substância Ilícita,XAXIM,1
2014,4,Substância Lícita,NOVO MUNDO,1
2014,4,Substância Lícita,SÃO FRANCISCO,1
2014,4,Suicídio,CENTRO,1
2014,4,Tentativa,BOA VISTA,1
2014,4,Tentativa,CAPÃO RASO,1
2014,4,Tentativa,CENTRO,3
2014,4,Tentativa,CIDADE INDUSTRIAL,2
2014,4,Tentativa,CRISTO REI,1
2014,4,Tentativa,PORTÃO,2
2014,4,Tentativa,PRADO VELHO,1
2014,4,Tentativa,SANTA FELICIDADE,1
2014,4,Tentativa,SANTO INÁCIO,1
2014,4,Tentativa,SÍTIO CERCADO,1
2014,4,Tentativa,TABOÃO,1
2014,4,Tentativa,UBERABA,1
2014,4,Trânsito,ÁGUA VERDE,2
2014,4,Trânsito,BACACHERI,1
2014,4,Trânsito,BATEL,1
2014,4,Trânsito,BIGORRILHO,1
2014,4,Trânsito,BOA VISTA,1
2014,4,Trânsito,BUTIATUVINHA,1
2014,4,Trânsito,CAJURU,3
2014,4,Trânsito,CAMPO COMPRIDO,3
2014,4,Trânsito,CAPÃO RASO,1
2014,4,Trânsito,CENTRO,9
2014,4,Trânsito,CENTRO CÍVICO,1
2014,4,Trânsito,CIDADE INDUSTRIAL,5
2014,4,Trânsito,FAZENDINHA,3
2014,4,Trânsito,HAUER,1
2014,4,Trânsito,LINDÓIA,1
2014,4,Trânsito,MERCÊS,1
2014,4,Trânsito,PINHEIRINHO,1
2014,4,Trânsito,REBOUÇAS,2
2014,4,Trânsito,SANTA QUITÉRIA,2
2014,4,Trânsito,SANTO INÁCIO,3
2014,4,Trânsito,SÃO FRANCISCO,2
2014,4,Trânsito,SÍTIO CERCADO,4
2014,4,Trânsito,UBERABA,1
2014,4,Uso indevido do cartão transporte,CENTRO,1
2014,4,Uso indevido do cartão transporte,PINHEIRINHO,1
2014,4,Uso indevido do cartão transporte,PRADO VELHO,1
2014,4,Veículo,ÁGUA VERDE,2
2014,4,Veículo,AUGUSTA,1
2014,4,Veículo,BIGORRILHO,1
2014,4,Veículo,CAJURU,3
2014,4,Veículo,CAMPO DE SANTANA,2
2014,4,Veículo,CIDADE INDUSTRIAL,3
2014,4,Veículo,FANNY,1
2014,4,Veículo,FAZENDINHA,1
2014,4,Veículo,JUVEVÊ,1
2014,4,Veículo,SÃO JOÃO,1
2014,4,Veículo,TATUQUARA,1
2014,4,Veículo,XAXIM,1
2014,4,Vias de fato,ÁGUA VERDE,2
2014,4,Vias de fato,ALTO BOQUEIRÃO,1
2014,4,Vias de fato,BATEL,1
2014,4,Vias de fato,BIGORRILHO,1
2014,4,Vias de fato,CABRAL,1
2014,4,Vias de fato,CAJURU,2
2014,4,Vias de fato,CAMPO COMPRIDO,3
2014,4,Vias de fato,CAPÃO RASO,3
2014,4,Vias de fato,CASCATINHA,1
2014,4,Vias de fato,CENTRO,12
2014,4,Vias de fato,HAUER,2
2014,4,Vias de fato,PORTÃO,5
2014,4,Vias de fato,PRADO VELHO,1
2014,4,Vias de fato,REBOUÇAS,1
2014,4,Vias de fato,SANTA FELICIDADE,1
2014,4,Vias de fato,SANTO INÁCIO,1
2014,4,Vias de fato,SÃO FRANCISCO,1
2014,4,Vias de fato,UBERABA,2
2014,4,Vias de fato,XAXIM,1
2014,4,Vistoria,CIDADE INDUSTRIAL,1
2014,5,Abandono de incapaz,CAMPO DE SANTANA,1
2014,5,Abordagem,ÁGUA VERDE,2
2014,5,Abordagem,ALTO BOQUEIRÃO,2
2014,5,Abordagem,ALTO DA GLÓRIA,1
2014,5,Abordagem,ALTO DA RUA XV,5
2014,5,Abordagem,BACACHERI,3
2014,5,Abordagem,BATEL,2
2014,5,Abordagem,BIGORRILHO,3
2014,5,Abordagem,BOQUEIRÃO,3
2014,5,Abordagem,BUTIATUVINHA,1
2014,5,Abordagem,CAJURU,3
2014,5,Abordagem,CAMPINA DO SIQUEIRA,1
2014,5,Abordagem,CAMPO COMPRIDO,2
2014,5,Abordagem,CENTRO,37
2014,5,Abordagem,CENTRO CÍVICO,1
2014,5,Abordagem,CIDADE INDUSTRIAL,12
2014,5,Abordagem,FAZENDINHA,2
2014,5,Abordagem,GUABIROTUBA,5
2014,5,Abordagem,HAUER,3
2014,5,Abordagem,HUGO LANGE,1
2014,5,Abordagem,JARDIM BOTÂNICO,2
2014,5,Abordagem,NOVO MUNDO,1
2014,5,Abordagem,PINHEIRINHO,1
2014,5,Abordagem,PORTÃO,3
2014,5,Abordagem,PRADO VELHO,1
2014,5,Abordagem,REBOUÇAS,3
2014,5,Abordagem,SANTA FELICIDADE,1
2014,5,Abordagem,SANTO INÁCIO,2
2014,5,Abordagem,SÃO FRANCISCO,10
2014,5,Abordagem,SÍTIO CERCADO,4
2014,5,Abordagem,TABOÃO,2
2014,5,Abordagem,UBERABA,2
2014,5,Abordagem,VISTA ALEGRE,1
2014,5,Abuso de incapazes,VISTA ALEGRE,1
2014,5,Abuso de incapazes,XAXIM,1
2014,5,Achado,ATUBA,1
2014,5,Achado,CENTRO,3
2014,5,Achado,JARDIM BOTÂNICO,3
2014,5,Achado,PINHEIRINHO,1
2014,5,Achado,SANTO INÁCIO,1
2014,5,Achado,SÍTIO CERCADO,1
2014,5,Achado,TATUQUARA,1
2014,5,Agressão física/verbal,,1
2014,5,Agressão física/verbal,ALTO BOQUEIRÃO,1
2014,5,Agressão física/verbal,BACACHERI,1
2014,5,Agressão física/verbal,BOQUEIRÃO,1
2014,5,Agressão física/verbal,CABRAL,2
2014,5,Agressão física/verbal,CAPÃO DA IMBUIA,1
2014,5,Agressão física/verbal,CAPÃO RASO,2
2014,5,Agressão física/verbal,CENTRO,8
2014,5,Agressão física/verbal,CIDADE INDUSTRIAL,3
2014,5,Agressão física/verbal,FAZENDINHA,1
2014,5,Agressão física/verbal,HAUER,1
2014,5,Agressão física/verbal,JARDIM BOTÂNICO,1
2014,5,Agressão física/verbal,MOSSUNGUÊ,1
2014,5,Agressão física/verbal,ORLEANS,1
2014,5,Agressão física/verbal,PAROLIN,1
2014,5,Agressão física/verbal,PINHEIRINHO,1
2014,5,Agressão física/verbal,PORTÃO,2
2014,5,Agressão física/verbal,REBOUÇAS,2
2014,5,Agressão física/verbal,SANTA CÂNDIDA,1
2014,5,Agressão física/verbal,SANTA FELICIDADE,1
2014,5,Agressão física/verbal,SANTA QUITÉRIA,1
2014,5,Agressão física/verbal,SÃO FRANCISCO,1
2014,5,Agressão física/verbal,SÍTIO CERCADO,8
2014,5,Agressão física/verbal,UMBARÁ,1
2014,5,Agressão física/verbal,XAXIM,3
2014,5,Alagamento,SÍTIO CERCADO,1
2014,5,Alarmes,ALTO BOQUEIRÃO,1
2014,5,Alarmes,ALTO DA RUA XV,1
2014,5,Alarmes,AUGUSTA,1
2014,5,Alarmes,BAIRRO ALTO,1
2014,5,Alarmes,BOA VISTA,1
2014,5,Alarmes,BOQUEIRÃO,1
2014,5,Alarmes,BUTIATUVINHA,2
2014,5,Alarmes,CAJURU,3
2014,5,Alarmes,CAMPINA DO SIQUEIRA,1
2014,5,Alarmes,CAMPO COMPRIDO,4
2014,5,Alarmes,CAMPO DE SANTANA,2
2014,5,Alarmes,CENTRO,2
2014,5,Alarmes,CENTRO CÍVICO,1
2014,5,Alarmes,CIDADE INDUSTRIAL,22
2014,5,Alarmes,FAZENDINHA,12
2014,5,Alarmes,GUAÍRA,2
2014,5,Alarmes,NOVO MUNDO,3
2014,5,Alarmes,ORLEANS,1
2014,5,Alarmes,PILARZINHO,4
2014,5,Alarmes,PINHEIRINHO,1
2014,5,Alarmes,PORTÃO,4
2014,5,Alarmes,REBOUÇAS,1
2014,5,Alarmes,SANTA CÂNDIDA,1
2014,5,Alarmes,SANTA QUITÉRIA,2
2014,5,Alarmes,SÃO BRAZ,8
2014,5,Alarmes,SÍTIO CERCADO,1
2014,5,Alarmes,TATUQUARA,10
2014,5,Alarmes,UBERABA,2
2014,5,Ameaça,ÁGUA VERDE,1
2014,5,Ameaça,ALTO BOQUEIRÃO,2
2014,5,Ameaça,BAIRRO ALTO,1
2014,5,Ameaça,BOQUEIRÃO,1
2014,5,Ameaça,CAMPINA DO SIQUEIRA,1
2014,5,Ameaça,CAMPO COMPRIDO,2
2014,5,Ameaça,CAMPO DE SANTANA,1
2014,5,Ameaça,CAPÃO RASO,3
2014,5,Ameaça,CENTRO,13
2014,5,Ameaça,CIDADE INDUSTRIAL,3
2014,5,Ameaça,FAZENDINHA,2
2014,5,Ameaça,HAUER,3
2014,5,Ameaça,JARDIM BOTÂNICO,1
2014,5,Ameaça,MERCÊS,2
2014,5,Ameaça,NOVO MUNDO,2
2014,5,Ameaça,ORLEANS,1
2014,5,Ameaça,PINHEIRINHO,2
2014,5,Ameaça,PORTÃO,1
2014,5,Ameaça,REBOUÇAS,1
2014,5,Ameaça,SANTA CÂNDIDA,1
2014,5,Ameaça,SANTO INÁCIO,2
2014,5,Ameaça,SÍTIO CERCADO,6
2014,5,Ameaça,TATUQUARA,2
2014,5,Ameaça,VILA IZABEL,1
2014,5,Ameaça,XAXIM,3
2014,5,Animais,ÁGUA VERDE,2
2014,5,Animais,ALTO BOQUEIRÃO,8
2014,5,Animais,ALTO DA GLÓRIA,1
2014,5,Animais,ATUBA,7
2014,5,Animais,BACACHERI,3
2014,5,Animais,BAIRRO ALTO,7
2014,5,Animais,BARREIRINHA,1
2014,5,Animais,BATEL,1
2014,5,Animais,BIGORRILHO,4
2014,5,Animais,BOA VISTA,5
2014,5,Animais,BOQUEIRÃO,7
2014,5,Animais,BUTIATUVINHA,1
2014,5,Animais,CABRAL,1
2014,5,Animais,CAJURU,6
2014,5,Animais,CAMPO DE SANTANA,8
2014,5,Animais,CAPÃO DA IMBUIA,5
2014,5,Animais,CAPÃO RASO,1
2014,5,Animais,CENTRO,1
2014,5,Animais,CIDADE INDUSTRIAL,36
2014,5,Animais,FANNY,2
2014,5,Animais,FAZENDINHA,1
2014,5,Animais,GANCHINHO,1
2014,5,Animais,GUABIROTUBA,2
2014,5,Animais,GUAÍRA,2
2014,5,Animais,HUGO LANGE,1
2014,5,Animais,JARDIM DAS AMÉRICAS,5
2014,5,Animais,JUVEVÊ,4
2014,5,Animais,NOVO MUNDO,1
2014,5,Animais,ORLEANS,1
2014,5,Animais,PILARZINHO,7
2014,5,Animais,PINHEIRINHO,7
2014,5,Animais,PORTÃO,3
2014,5,Animais,SANTA CÂNDIDA,9
2014,5,Animais,SANTA FELICIDADE,7
2014,5,Animais,SANTA QUITÉRIA,1
2014,5,Animais,SÃO BRAZ,3
2014,5,Animais,SÃO FRANCISCO,1
2014,5,Animais,SÃO LOURENÇO,3
2014,5,Animais,SÃO MIGUEL,1
2014,5,Animais,SÍTIO CERCADO,6
2014,5,Animais,TABOÃO,1
2014,5,Animais,TARUMÃ,2
2014,5,Animais,TATUQUARA,7
2014,5,Animais,TINGUI,1
2014,5,Animais,UBERABA,8
2014,5,Animais,UMBARÁ,1
2014,5,Animais,VISTA ALEGRE,1
2014,5,Animais,XAXIM,2
2014,5,Apoio,,1
2014,5,Apoio,ABRANCHES,2
2014,5,Apoio,ÁGUA VERDE,8
2014,5,Apoio,ALTO BOQUEIRÃO,3
2014,5,Apoio,ALTO DA GLÓRIA,1
2014,5,Apoio,ALTO DA RUA XV,3
2014,5,Apoio,ATUBA,2
2014,5,Apoio,BACACHERI,3
2014,5,Apoio,BAIRRO ALTO,5
2014,5,Apoio,BARREIRINHA,2
2014,5,Apoio,BATEL,1
2014,5,Apoio,BIGORRILHO,2
2014,5,Apoio,BOA VISTA,5
2014,5,Apoio,BOQUEIRÃO,8
2014,5,Apoio,BUTIATUVINHA,2
2014,5,Apoio,CABRAL,1
2014,5,Apoio,CACHOEIRA,1
2014,5,Apoio,CAJURU,15
2014,5,Apoio,CAMPINA DO SIQUEIRA,2
2014,5,Apoio,CAMPO COMPRIDO,2
2014,5,Apoio,CAMPO DE SANTANA,2
2014,5,Apoio,CAPÃO DA IMBUIA,6
2014,5,Apoio,CAPÃO RASO,14
2014,5,Apoio,CAXIMBA,1
2014,5,Apoio,CENTRO,53
2014,5,Apoio,CENTRO CÍVICO,3
2014,5,Apoio,CIDADE INDUSTRIAL,22
2014,5,Apoio,FANNY,2
2014,5,Apoio,FAZENDINHA,6
2014,5,Apoio,GANCHINHO,1
2014,5,Apoio,GUABIROTUBA,1
2014,5,Apoio,GUAÍRA,3
2014,5,Apoio,HAUER,4
2014,5,Apoio,JARDIM BOTÂNICO,2
2014,5,Apoio,JARDIM SOCIAL,1
2014,5,Apoio,JUVEVÊ,1
2014,5,Apoio,MERCÊS,1
2014,5,Apoio,MOSSUNGUÊ,1
2014,5,Apoio,NOVO MUNDO,8
2014,5,Apoio,PILARZINHO,1
2014,5,Apoio,PINHEIRINHO,8
2014,5,Apoio,PORTÃO,15
2014,5,Apoio,REBOUÇAS,4
2014,5,Apoio,SANTA CÂNDIDA,2
2014,5,Apoio,SANTA FELICIDADE,5
2014,5,Apoio,SANTA QUITÉRIA,1
2014,5,Apoio,SANTO INÁCIO,3
2014,5,Apoio,SÃO BRAZ,3
2014,5,Apoio,SÃO FRANCISCO,9
2014,5,Apoio,SÍTIO CERCADO,14
2014,5,Apoio,TABOÃO,2
2014,5,Apoio,TATUQUARA,11
2014,5,Apoio,UBERABA,4
2014,5,Apoio,UMBARÁ,2
2014,5,Apoio,VILA IZABEL,2
2014,5,Apoio,VISTA ALEGRE,2
2014,5,Apoio,XAXIM,5
2014,5,Atitude suspeita,ÁGUA VERDE,2
2014,5,Atitude suspeita,ALTO BOQUEIRÃO,1
2014,5,Atitude suspeita,ALTO DA RUA XV,1
2014,5,Atitude suspeita,BACACHERI,1
2014,5,Atitude suspeita,BATEL,2
2014,5,Atitude suspeita,BOQUEIRÃO,2
2014,5,Atitude suspeita,CAJURU,8
2014,5,Atitude suspeita,CAPÃO RASO,2
2014,5,Atitude suspeita,CENTRO,9
2014,5,Atitude suspeita,CENTRO CÍVICO,1
2014,5,Atitude suspeita,CIDADE INDUSTRIAL,5
2014,5,Atitude suspeita,FAZENDINHA,4
2014,5,Atitude suspeita,GANCHINHO,1
2014,5,Atitude suspeita,GUABIROTUBA,1
2014,5,Atitude suspeita,HAUER,2
2014,5,Atitude suspeita,JARDIM BOTÂNICO,2
2014,5,Atitude suspeita,LINDÓIA,1
2014,5,Atitude suspeita,MOSSUNGUÊ,1
2014,5,Atitude suspeita,NOVO MUNDO,3
2014,5,Atitude suspeita,PAROLIN,1
2014,5,Atitude suspeita,PINHEIRINHO,1
2014,5,Atitude suspeita,PORTÃO,5
2014,5,Atitude suspeita,PRADO VELHO,1
2014,5,Atitude suspeita,SANTA FELICIDADE,1
2014,5,Atitude suspeita,SANTA QUITÉRIA,1
2014,5,Atitude suspeita,SANTO INÁCIO,1
2014,5,Atitude suspeita,SÃO FRANCISCO,1
2014,5,Atitude suspeita,SÍTIO CERCADO,4
2014,5,Atitude suspeita,UBERABA,1
2014,5,Atitude suspeita,UMBARÁ,1
2014,5,Atitude suspeita,XAXIM,5
2014,5,Atos obscenos/libidinosos,ALTO BOQUEIRÃO,1
2014,5,Atos obscenos/libidinosos,ALTO DA RUA XV,1
2014,5,Atos obscenos/libidinosos,BATEL,1
2014,5,Atos obscenos/libidinosos,BOQUEIRÃO,2
2014,5,Atos obscenos/libidinosos,CAPÃO RASO,1
2014,5,Atos obscenos/libidinosos,CENTRO,2
2014,5,Atos obscenos/libidinosos,CIDADE INDUSTRIAL,1
2014,5,Atos obscenos/libidinosos,HAUER,1
2014,5,Atos obscenos/libidinosos,SANTA CÂNDIDA,1
2014,5,Banho em local impróprio,FAZENDINHA,1
2014,5,Banho em local impróprio,HAUER,1
2014,5,Calote,BOQUEIRÃO,1
2014,5,Comércio ambulante,BAIRRO ALTO,1
2014,5,Conduta inconveniente,CENTRO,1
2014,5,Conduta inconveniente,MOSSUNGUÊ,1
2014,5,Corte irregular de árvore,BUTIATUVINHA,1
2014,5,Corte irregular de árvore,SÍTIO CERCADO,1
2014,5,Criança perdida/desaparecida,CAPÃO RASO,1
2014,5,Criança perdida/desaparecida,HAUER,1
2014,5,Criança perdida/desaparecida,REBOUÇAS,1
2014,5,Criança perdida/desaparecida,SÍTIO CERCADO,1
2014,5,Crime ambiental,BAIRRO ALTO,1
2014,5,Dano,ÁGUA VERDE,7
2014,5,Dano,AHÚ,1
2014,5,Dano,ALTO BOQUEIRÃO,7
2014,5,Dano,ALTO DA GLÓRIA,2
2014,5,Dano,ALTO DA RUA XV,2
2014,5,Dano,ATUBA,3
2014,5,Dano,AUGUSTA,3
2014,5,Dano,BACACHERI,4
2014,5,Dano,BAIRRO ALTO,4
2014,5,Dano,BARREIRINHA,5
2014,5,Dano,BATEL,4
2014,5,Dano,BIGORRILHO,3
2014,5,Dano,BOA VISTA,7
2014,5,Dano,BOQUEIRÃO,10
2014,5,Dano,BUTIATUVINHA,2
2014,5,Dano,CABRAL,6
2014,5,Dano,CAJURU,20
2014,5,Dano,CAMPINA DO SIQUEIRA,4
2014,5,Dano,CAMPO COMPRIDO,5
2014,5,Dano,CAMPO DE SANTANA,2
2014,5,Dano,CAPÃO DA IMBUIA,3
2014,5,Dano,CAPÃO RASO,12
2014,5,Dano,CAXIMBA,1
2014,5,Dano,CENTRO,51
2014,5,Dano,CENTRO CÍVICO,5
2014,5,Dano,CIDADE INDUSTRIAL,29
2014,5,Dano,CRISTO REI,3
2014,5,Dano,FANNY,1
2014,5,Dano,FAZENDINHA,6
2014,5,Dano,GANCHINHO,1
2014,5,Dano,GUABIROTUBA,4
2014,5,Dano,GUAÍRA,1
2014,5,Dano,HAUER,4
2014,5,Dano,HUGO LANGE,1
2014,5,Dano,JARDIM BOTÂNICO,6
2014,5,Dano,JARDIM DAS AMÉRICAS,2
2014,5,Dano,LINDÓIA,1
2014,5,Dano,MERCÊS,2
2014,5,Dano,NOVO MUNDO,10
2014,5,Dano,ORLEANS,1
2014,5,Dano,PAROLIN,1
2014,5,Dano,PILARZINHO,1
2014,5,Dano,PINHEIRINHO,3
2014,5,Dano,PORTÃO,17
2014,5,Dano,PRADO VELHO,3
2014,5,Dano,REBOUÇAS,2
2014,5,Dano,SANTA CÂNDIDA,2
2014,5,Dano,SANTA FELICIDADE,7
2014,5,Dano,SANTA QUITÉRIA,1
2014,5,Dano,SANTO INÁCIO,4
2014,5,Dano,SÃO BRAZ,2
2014,5,Dano,SÃO FRANCISCO,7
2014,5,Dano,SÃO JOÃO,1
2014,5,Dano,SÃO LOURENÇO,1
2014,5,Dano,SEMINÁRIO,1
2014,5,Dano,SÍTIO CERCADO,21
2014,5,Dano,TABOÃO,1
2014,5,Dano,TATUQUARA,10
2014,5,Dano,TINGUI,1
2014,5,Dano,UBERABA,4
2014,5,Dano,UMBARÁ,1
2014,5,Dano,VILA IZABEL,1
2014,5,Dano,VISTA ALEGRE,1
2014,5,Dano,XAXIM,7
2014,5,Denúncia de bomba,CENTRO,1
2014,5,Depósito irregular,BARREIRINHA,1
2014,5,Depósito irregular,BOQUEIRÃO,1
2014,5,Depósito irregular,CIDADE INDUSTRIAL,1
2014,5,Depósito irregular,TATUQUARA,1
2014,5,Desabamento,BARREIRINHA,1
2014,5,Desabamento,PORTÃO,1
2014,5,Desacato,ALTO BOQUEIRÃO,1
2014,5,Desacato,BOQUEIRÃO,1
2014,5,Desacato,CAJURU,1
2014,5,Desacato,CENTRO,2
2014,5,Desacato,CIDADE INDUSTRIAL,1
2014,5,Desacato,FAZENDINHA,1
2014,5,Desacato,MERCÊS,1
2014,5,Desacato,REBOUÇAS,2
2014,5,Desaparecimento,CENTRO,1
2014,5,Desaparecimento,UMBARÁ,1
2014,5,Desinteligência,BUTIATUVINHA,1
2014,5,Desinteligência,CAMPINA DO SIQUEIRA,2
2014,5,Desinteligência,CENTRO,3
2014,5,Desinteligência,CIDADE INDUSTRIAL,1
2014,5,Desinteligência,NOVO MUNDO,1
2014,5,Desinteligência,UBERABA,1
2014,5,Desobediência,ÁGUA VERDE,1
2014,5,Desobediência,CIDADE INDUSTRIAL,1
2014,5,Desobediência,FAZENDINHA,1
2014,5,Desobediência,HAUER,1
2014,5,Desobediência,HUGO LANGE,1
2014,5,Desobediência,XAXIM,1
2014,5,Destelhamento,PILARZINHO,1
2014,5,Disparo de arma,CAPÃO RASO,3
2014,5,Disparo de arma,CENTRO,1
2014,5,Disparo de arma,CENTRO CÍVICO,4
2014,5,Disparo de arma,CIDADE INDUSTRIAL,1
2014,5,Disparo de arma,PORTÃO,1
2014,5,Embriaguez,CENTRO,1
2014,5,Encaminhamento,ÁGUA VERDE,1
2014,5,Encaminhamento,CENTRO,6
2014,5,Encaminhamento,FAZENDINHA,1
2014,5,Encaminhamento,SANTA CÂNDIDA,1
2014,5,Encaminhamento,SANTA FELICIDADE,1
2014,5,Encaminhamento,SÃO FRANCISCO,1
2014,5,Encaminhamento,TATUQUARA,1
2014,5,Erosão,NOVO MUNDO,1
2014,5,Escolta,PRADO VELHO,1
2014,5,Exploração de menores,CENTRO,1
2014,5,Fiscalizações e Orientações,ALTO BOQUEIRÃO,1
2014,5,Fuga de aluno/interno,ALTO BOQUEIRÃO,1
2014,5,Fuga de aluno/interno,BOQUEIRÃO,1
2014,5,Furto,ÁGUA VERDE,4
2014,5,Furto,ALTO BOQUEIRÃO,5
2014,5,Furto,ALTO DA GLÓRIA,2
2014,5,Furto,BACACHERI,1
2014,5,Furto,BAIRRO ALTO,1
2014,5,Furto,BIGORRILHO,1
2014,5,Furto,BOQUEIRÃO,1
2014,5,Furto,CABRAL,1
2014,5,Furto,CAJURU,1
2014,5,Furto,CAMPO COMPRIDO,1
2014,5,Furto,CAPÃO RASO,1
2014,5,Furto,CENTRO,22
2014,5,Furto,CIDADE INDUSTRIAL,6
2014,5,Furto,FAZENDINHA,2
2014,5,Furto,GUABIROTUBA,1
2014,5,Furto,NOVO MUNDO,2
2014,5,Furto,PINHEIRINHO,4
2014,5,Furto,PORTÃO,1
2014,5,Furto,REBOUÇAS,2
2014,5,Furto,SANTA CÂNDIDA,1
2014,5,Furto,SANTA FELICIDADE,1
2014,5,Furto,SÃO FRANCISCO,1
2014,5,Furto,SÃO MIGUEL,1
2014,5,Furto,SÍTIO CERCADO,2
2014,5,Furto,XAXIM,1
2014,5,Homicídio,CAJURU,1
2014,5,Impedimento ou perturbação de cerimônia funerária,ÁGUA VERDE,1
2014,5,Importunação ofensiva ao pudor,CENTRO CÍVICO,1
2014,5,Importunação sexual,BARREIRINHA,1
2014,5,Importunação sexual,CABRAL,1
2014,5,Importunação sexual,CIDADE INDUSTRIAL,1
2014,5,Importunação sexual,SÃO BRAZ,1
2014,5,Incêndio,,1
2014,5,Incêndio,BOQUEIRÃO,1
2014,5,Incêndio,CENTRO,1
2014,5,Incêndio,SÃO FRANCISCO,2
2014,5,Invasão,ÁGUA VERDE,3
2014,5,Invasão,ALTO DA GLÓRIA,1
2014,5,Invasão,ATUBA,1
2014,5,Invasão,AUGUSTA,1
2014,5,Invasão,BACACHERI,2
2014,5,Invasão,BARREIRINHA,5
2014,5,Invasão,BOA VISTA,2
2014,5,Invasão,BOQUEIRÃO,10
2014,5,Invasão,CAJURU,8
2014,5,Invasão,CAMPINA DO SIQUEIRA,1
2014,5,Invasão,CENTRO,12
2014,5,Invasão,CENTRO CÍVICO,5
2014,5,Invasão,CIDADE INDUSTRIAL,7
2014,5,Invasão,CRISTO REI,1
2014,5,Invasão,FANNY,1
2014,5,Invasão,FAZENDINHA,6
2014,5,Invasão,GANCHINHO,2
2014,5,Invasão,GUAÍRA,1
2014,5,Invasão,JARDIM BOTÂNICO,1
2014,5,Invasão,JUVEVÊ,1
2014,5,Invasão,NOVO MUNDO,4
2014,5,Invasão,PAROLIN,2
2014,5,Invasão,PILARZINHO,1
2014,5,Invasão,PINHEIRINHO,6
2014,5,Invasão,PORTÃO,4
2014,5,Invasão,PRADO VELHO,1
2014,5,Invasão,REBOUÇAS,1
2014,5,Invasão,SANTA CÂNDIDA,1
2014,5,Invasão,SANTA FELICIDADE,1
2014,5,Invasão,SANTO INÁCIO,1
2014,5,Invasão,SÃO BRAZ,1
2014,5,Invasão,SÃO FRANCISCO,1
2014,5,Invasão,SÍTIO CERCADO,8
2014,5,Invasão,TABOÃO,1
2014,5,Invasão,TATUQUARA,1
2014,5,Invasão,VILA IZABEL,1
2014,5,Invasão,XAXIM,2
2014,5,Jogo de Azar,CENTRO,1
2014,5,Lesão Corporal,CIDADE INDUSTRIAL,1
2014,5,Lesão Corporal,SÍTIO CERCADO,3
2014,5,Manifestação,CAPÃO RASO,1
2014,5,Manifestação,CENTRO,1
2014,5,Manifestação,CENTRO CÍVICO,2
2014,5,"Mendigar, por ociosidade ou cupidez",BATEL,1
2014,5,"Mendigar, por ociosidade ou cupidez",CENTRO,2
